|Run,|Epoch,#SSE,#AvgSSE,#PctErr,#PctCor,#CosDiff,#Letter Input ActAvg,#Music Input ActAvg,#Letter Hidden ActAvg,#Letter Output ActAvg,#Hidden Context ActAvg,#Music Hidden ActAvg,#Music Output ActAvg,#Associator Layer ActAvg
0,99,0.08531,0.01706,0.1,0.9,0.9334,0.4151,0.19,0.1337,0.095,0.1535,0.1738,0.19,0.15
0,100,0.1692,0.03383,0.2,0.8,0.8692,0.4076,0.19,0.1329,0.095,0.1542,0.1745,0.19,0.15
0,101,0.08792,0.01758,0.1,0.9,0.9313,0.4086,0.19,0.1331,0.095,0.1542,0.1751,0.19,0.15
0,102,0.08796,0.01759,0.1,0.9,0.9327,0.4095,0.19,0.1333,0.095,0.1543,0.1755,0.19,0.15
0,103,0.08772,0.01754,0.1,0.9,0.9342,0.4103,0.19,0.1335,0.095,0.1543,0.176,0.19,0.15
0,104,0,0,0,1,0.9975,0.411,0.19,0.1336,0.095,0.1543,0.1763,0.19,0.15
0,105,0.1708,0.03416,0.2,0.8,0.8727,0.4043,0.19,0.1328,0.095,0.1548,0.1767,0.19,0.15
0,106,0,0,0,1,0.9977,0.4056,0.19,0.133,0.095,0.1547,0.177,0.19,0.15
0,107,0.08776,0.01755,0.1,0.9,0.9334,0.4067,0.19,0.1332,0.095,0.1547,0.1773,0.19,0.15
0,108,0,0,0,1,0.9952,0.4078,0.19,0.1335,0.095,0.1547,0.1775,0.19,0.15
0,109,0,0,0,1,0.9966,0.4087,0.19,0.1337,0.095,0.1547,0.1778,0.19,0.15
0,110,0,0,0,1,0.9973,0.4024,0.19,0.1328,0.095,0.155,0.1778,0.19,0.15
0,111,0.0854,0.01708,0.1,0.9,0.9359,0.4039,0.19,0.133,0.095,0.1549,0.1781,0.19,0.15
0,112,0.08796,0.01759,0.1,0.9,0.9349,0.4052,0.19,0.1332,0.095,0.1549,0.1783,0.19,0.15
0,113,0,0,0,1,0.9956,0.4064,0.19,0.1334,0.095,0.1548,0.1784,0.19,0.15
0,114,0,0,0,1,0.9972,0.4075,0.19,0.1336,0.095,0.1548,0.1786,0.19,0.15
0,115,0.08543,0.01709,0.1,0.9,0.9357,0.4014,0.19,0.1327,0.095,0.1551,0.1785,0.19,0.15
0,116,0.1099,0.01982,0.1,0.9,0.9237,0.403,0.19,0.1329,0.095,0.1551,0.1787,0.19,0.15
0,117,0,0,0,1,0.9948,0.4044,0.19,0.1331,0.095,0.1549,0.1788,0.19,0.15
0,118,0,0,0,1,0.9949,0.4057,0.19,0.1333,0.095,0.1549,0.1789,0.19,0.15
0,119,0.08551,0.0171,0.1,0.9,0.9312,0.4068,0.19,0.1335,0.095,0.1548,0.179,0.19,0.15
0,120,0,0,0,1,0.9957,0.4004,0.19,0.1333,0.095,0.1551,0.1778,0.19,0.15
0,121,0,0,0,1,0.9961,0.402,0.19,0.1336,0.095,0.155,0.1781,0.19,0.15
0,122,0.08822,0.01764,0.1,0.9,0.928,0.4036,0.19,0.1338,0.095,0.155,0.1783,0.19,0.15
0,123,0,0,0,1,0.993,0.4049,0.19,0.134,0.095,0.1549,0.1784,0.19,0.15
0,124,0.08523,0.01705,0.1,0.9,0.9324,0.4061,0.19,0.1342,0.095,0.1549,0.1786,0.19,0.15
0,125,0,0,0,1,0.9977,0.4003,0.19,0.1336,0.095,0.1554,0.1786,0.19,0.15
0,126,0,0,0,1,0.9976,0.402,0.19,0.1338,0.095,0.1553,0.1787,0.19,0.15
0,127,0,0,0,1,0.9975,0.4035,0.19,0.1341,0.095,0.1553,0.1789,0.19,0.15
0,128,0,0,0,1,0.998,0.4049,0.19,0.1342,0.095,0.1553,0.179,0.19,0.15
0,129,0,0,0,1,0.9981,0.4061,0.19,0.1344,0.095,0.1553,0.1791,0.19,0.15
0,130,0.08862,0.01772,0.1,0.9,0.9349,0.3998,0.19,0.1341,0.095,0.1555,0.178,0.19,0.15
0,131,0,0,0,1,0.9978,0.4015,0.19,0.1343,0.095,0.1555,0.1782,0.19,0.15
0,132,0,0,0,1,0.9987,0.403,0.19,0.1344,0.095,0.1555,0.1784,0.19,0.15
0,133,0.1717,0.03435,0.2,0.8,0.8726,0.4045,0.19,0.1345,0.095,0.1554,0.1785,0.19,0.15
0,134,0.08876,0.01775,0.1,0.9,0.9351,0.4057,0.19,0.1346,0.095,0.1554,0.1787,0.19,0.15
0,135,0.08878,0.01776,0.1,0.9,0.9352,0.4,0.19,0.1339,0.095,0.1558,0.1786,0.19,0.15
0,136,0,0,0,1,0.9985,0.4017,0.19,0.134,0.095,0.1557,0.1787,0.19,0.15
0,137,0,0,0,1,0.9985,0.4032,0.19,0.1342,0.095,0.1557,0.1788,0.19,0.15
0,138,0.1717,0.03433,0.2,0.8,0.8754,0.4046,0.19,0.1343,0.095,0.1556,0.1789,0.19,0.15
0,139,0.08891,0.01778,0.1,0.9,0.9355,0.4059,0.19,0.1344,0.095,0.1556,0.179,0.19,0.15
0,140,0,0,0,1,0.9973,0.4001,0.19,0.1337,0.095,0.1559,0.1788,0.19,0.15
0,141,0,0,0,1,0.9977,0.4018,0.19,0.1339,0.095,0.1559,0.1789,0.19,0.15
0,142,0,0,0,1,0.998,0.4033,0.19,0.1341,0.095,0.1559,0.179,0.19,0.15
0,143,0,0,0,1,0.9984,0.4047,0.19,0.1343,0.095,0.1559,0.1791,0.19,0.15
0,144,0,0,0,1,0.9984,0.4059,0.19,0.1344,0.095,0.1559,0.1791,0.19,0.15
0,145,0,0,0,1,0.9953,0.4001,0.19,0.1337,0.095,0.1561,0.179,0.19,0.15
0,146,0,0,0,1,0.9983,0.4018,0.19,0.1339,0.095,0.1561,0.179,0.19,0.15
0,147,0,0,0,1,0.9984,0.4034,0.19,0.1341,0.095,0.1561,0.1791,0.19,0.15
0,148,0,0,0,1,0.9987,0.4047,0.19,0.1343,0.095,0.1561,0.1791,0.19,0.15
0,149,0,0,0,1,0.9988,0.406,0.19,0.1345,0.095,0.1561,0.1792,0.19,0.15
0,150,0,0,0,1,0.9988,0.4002,0.19,0.1337,0.095,0.1563,0.179,0.19,0.15
0,151,0,0,0,1,0.9989,0.4019,0.19,0.134,0.095,0.1563,0.179,0.19,0.15
0,152,0,0,0,1,0.999,0.4034,0.19,0.1342,0.095,0.1562,0.1791,0.19,0.15
0,153,0.0558,0.01116,0.1,0.9,0.9476,0.4048,0.19,0.1344,0.095,0.1562,0.1791,0.19,0.15
0,154,0,0,0,1,0.9964,0.406,0.19,0.1345,0.095,0.1562,0.1791,0.19,0.15
0,155,0,0,0,1,0.9977,0.4002,0.19,0.1338,0.095,0.1564,0.179,0.19,0.15
0,156,0,0,0,1,0.9975,0.4019,0.19,0.134,0.095,0.1563,0.1791,0.19,0.15
0,157,0,0,0,1,0.9978,0.4034,0.19,0.1342,0.095,0.1563,0.1791,0.19,0.15
0,158,0,0,0,1,0.998,0.4048,0.19,0.1345,0.095,0.1562,0.1792,0.19,0.15
0,159,0,0,0,1,0.9948,0.406,0.19,0.1347,0.095,0.1561,0.1792,0.19,0.15
0,160,0,0,0,1,0.9961,0.4002,0.19,0.134,0.095,0.1563,0.1791,0.19,0.15
