|Run,|Epoch,#SSE,#AvgSSE,#PctErr,#PctCor,#CosDiff,#Letter Input ActAvg,#Music Input ActAvg,#Letter Hidden ActAvg,#Letter Output ActAvg,#Shared Hidden ActAvg,#Music Hidden ActAvg,#Music Hidden Context ActAvg,#Music Output ActAvg,#Associator Layer ActAvg
0,86,0,0,0,1,0.993,0.4117,0.19,0.1427,0.095,0.1666,0.151,0.1498,0.19,0.2427
0,87,0,0,0,1,0.9919,0.4122,0.19,0.1429,0.095,0.1666,0.1517,0.1507,0.19,0.2425
0,88,0,0,0,1,0.9923,0.4128,0.19,0.143,0.095,0.1667,0.1523,0.1514,0.19,0.2424
0,89,0,0,0,1,0.9942,0.4133,0.19,0.1431,0.095,0.1667,0.1528,0.1521,0.19,0.2423
0,90,0,0,0,1,0.9924,0.4078,0.19,0.1427,0.095,0.1657,0.1504,0.1491,0.19,0.2427
0,91,0,0,0,1,0.9943,0.4087,0.19,0.1428,0.095,0.1658,0.1513,0.15,0.19,0.2425
0,92,0,0,0,1,0.9936,0.4096,0.19,0.1429,0.095,0.1659,0.152,0.1509,0.19,0.2424
0,93,0,0,0,1,0.9938,0.4104,0.19,0.143,0.095,0.166,0.1525,0.1516,0.19,0.2422
0,94,0,0,0,1,0.9932,0.4111,0.19,0.1431,0.095,0.1661,0.1531,0.1522,0.19,0.2421
0,95,0,0,0,1,0.9963,0.406,0.19,0.1424,0.095,0.1646,0.1507,0.1491,0.19,0.243
0,96,0,0,0,1,0.9956,0.4071,0.19,0.1425,0.095,0.1648,0.1516,0.1501,0.19,0.2428
0,97,0,0,0,1,0.9949,0.4081,0.19,0.1426,0.095,0.165,0.1522,0.1509,0.19,0.2426
0,98,0,0,0,1,0.996,0.4091,0.19,0.1427,0.095,0.1652,0.1528,0.1516,0.19,0.2425
0,99,0,0,0,1,0.9963,0.4099,0.19,0.1428,0.095,0.1653,0.1533,0.1522,0.19,0.2423
0,100,0,0,0,1,0.9965,0.4057,0.19,0.1423,0.095,0.1647,0.1517,0.1495,0.19,0.2436
0,101,0,0,0,1,0.9937,0.4069,0.19,0.1424,0.095,0.1649,0.1524,0.1504,0.19,0.2434
0,102,0,0,0,1,0.9963,0.4079,0.19,0.1425,0.095,0.1651,0.1529,0.1511,0.19,0.2431
0,103,0,0,0,1,0.9966,0.4089,0.19,0.1426,0.095,0.1653,0.1534,0.1518,0.19,0.243
0,104,0,0,0,1,0.9968,0.4097,0.19,0.1427,0.095,0.1654,0.1539,0.1524,0.19,0.2428
0,105,0,0,0,1,0.9972,0.4056,0.19,0.142,0.095,0.1641,0.1519,0.1495,0.19,0.2448
0,106,0,0,0,1,0.9939,0.4068,0.19,0.1421,0.095,0.1644,0.1526,0.1504,0.19,0.2444
0,107,0,0,0,1,0.995,0.4078,0.19,0.1423,0.095,0.1646,0.1531,0.1511,0.19,0.2441
0,108,0,0,0,1,0.9968,0.4088,0.19,0.1424,0.095,0.1648,0.1536,0.1518,0.19,0.2439
